City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
qingdao,0.0,CN,1622321643.0,88.0,36.0986,120.3719,60.4,8.05
bilma,45.0,NE,1622321643.0,7.0,18.6853,12.9164,92.7,6.58
belaya gora,0.0,RU,1622321644.0,41.0,68.5333,146.4167,54.54,17.98
lambarene,100.0,GA,1622321644.0,93.0,-0.7001,10.2406,77.09,3.13
gat,0.0,IL,1622321644.0,100.0,31.61,34.7642,72.39,2.33
livani,15.0,LV,1622321645.0,81.0,56.3543,26.1758,44.51,7.52
havre-saint-pierre,1.0,CA,1622321645.0,54.0,50.2334,-63.5986,52.16,20.71
imuris,32.0,MX,1622321645.0,7.0,30.7833,-110.8667,92.03,17.22
san quintin,1.0,MX,1622321646.0,65.0,30.4833,-115.95,65.35,21.85
havoysund,100.0,NO,1622321646.0,91.0,70.9963,24.6622,41.88,25.26
kavieng,98.0,PG,1622321563.0,81.0,-2.5744,150.7967,82.02,16.49
akdepe,2.0,TM,1622321646.0,18.0,42.0551,59.3788,82.4,10.96
vila velha,0.0,BR,1622321647.0,75.0,-20.3297,-40.2925,82.35,4.0
codrington,7.0,AU,1622321647.0,95.0,-38.2667,141.9667,39.47,6.49
zhigansk,1.0,RU,1622321647.0,51.0,66.7697,123.3711,50.52,8.88
artyom,0.0,AZ,1622321647.0,85.0,40.4723,50.333,64.54,11.97
hoi an,92.0,VN,1622321430.0,82.0,15.8794,108.335,82.36,6.08
sayat,0.0,TM,1622321648.0,15.0,38.7839,63.8803,84.07,10.42
bar harbor,90.0,US,1622321648.0,68.0,44.3876,-68.2039,53.53,5.01
vila franca do campo,52.0,PT,1622321648.0,82.0,37.7167,-25.4333,64.81,5.39
juneau,90.0,US,1622321391.0,92.0,58.3019,-134.4197,50.22,3.0
sept-iles,20.0,CA,1622321649.0,60.0,50.2001,-66.3821,51.26,1.01
yichang,98.0,CN,1622321649.0,86.0,30.7144,111.2847,69.17,1.07
siloam springs,0.0,US,1622321649.0,62.0,36.1881,-94.5405,69.19,7.87
san luis,75.0,AR,1622321650.0,47.0,-33.295,-66.3356,55.67,3.2
guerrero negro,58.0,MX,1622321553.0,62.0,27.9769,-114.0611,67.75,20.24
ulladulla,87.0,AU,1622321650.0,70.0,-35.35,150.4667,52.88,12.1
sao filipe,8.0,CV,1622321650.0,77.0,14.8961,-24.4956,73.71,14.12
la asuncion,5.0,VE,1622321467.0,58.0,11.0333,-63.8628,87.53,16.55
bhag,0.0,PK,1622321651.0,9.0,29.0415,67.8239,97.59,5.01
longonjo,41.0,AO,1622321651.0,42.0,-12.9067,15.2533,59.49,1.74
tombouctou,1.0,ML,1622321651.0,9.0,20.0,-3.0,97.12,12.1
tabuk,25.0,PH,1622321652.0,89.0,17.4189,121.4443,77.07,0.96
tayoltita,24.0,MX,1622321652.0,22.0,24.0833,-105.9333,92.07,8.75
kushima,100.0,JP,1622321652.0,76.0,31.4583,131.2333,65.55,3.09
vao,99.0,NC,1622321653.0,63.0,-22.6667,167.4833,68.49,20.4
ouallam,5.0,NE,1622321653.0,12.0,14.3188,2.0866,91.04,4.5
kaitangata,100.0,NZ,1622321653.0,93.0,-46.2817,169.8464,49.24,10.92
trairi,58.0,BR,1622321382.0,79.0,-3.2778,-39.2689,79.65,9.35
shahr-e kord,0.0,IR,1622321654.0,32.0,32.3256,50.8644,53.37,4.61
were ilu,4.0,ET,1622321654.0,45.0,10.6,39.4333,53.55,5.82
fort frances,1.0,CA,1622321454.0,35.0,48.5999,-93.4003,68.22,3.0
camopi,94.0,GF,1622321654.0,97.0,3.1655,-52.3158,76.51,3.8
provideniya,5.0,RU,1622321437.0,45.0,64.3833,-173.3,45.25,11.14
jadu,21.0,LY,1622321655.0,58.0,31.953,12.0261,68.95,5.93
cap malheureux,14.0,MU,1622321655.0,90.0,-19.9842,57.6142,75.69,3.0
hasaki,99.0,JP,1622321397.0,85.0,35.7333,140.8333,66.6,8.28
sunrise manor,75.0,US,1622321656.0,10.0,36.2111,-115.0731,96.57,0.0
barentu,20.0,ER,1622321656.0,16.0,15.1139,37.5928,88.11,7.99
batemans bay,54.0,AU,1622321656.0,77.0,-35.7167,150.1833,50.92,7.52
farafangana,28.0,MG,1622321657.0,91.0,-22.8167,47.8333,68.5,8.28
saint-francois,0.0,FR,1622321657.0,60.0,46.4154,3.9054,60.67,5.75
brae,3.0,GB,1622321657.0,87.0,60.3964,-1.353,44.51,1.97
qasigiannguit,59.0,GL,1622321658.0,33.0,68.8193,-51.1922,50.67,15.95
altona,0.0,DE,1622321658.0,83.0,53.55,9.9333,52.83,8.05
hamilton,90.0,US,1622321557.0,76.0,39.1834,-84.5333,57.52,4.0
novo aripuana,100.0,BR,1622321658.0,71.0,-5.1206,-60.3797,82.76,1.83
jacmel,2.0,HT,1622321659.0,71.0,18.2342,-72.5347,82.65,7.43
gamboma,93.0,CG,1622321403.0,62.0,-1.8764,15.8644,79.92,1.48
shache,96.0,CN,1622321659.0,22.0,38.4167,77.2406,77.85,3.42
georgetown,20.0,MY,1622321660.0,87.0,5.4112,100.3354,82.89,5.99
balkanabat,0.0,TM,1622321474.0,26.0,39.5108,54.3671,88.83,8.72
bambanglipuro,100.0,ID,1622321660.0,89.0,-7.95,110.2833,59.61,3.89
bodmin,95.0,GB,1622321660.0,82.0,50.4715,-4.7243,59.09,3.6
westport,100.0,US,1622321661.0,91.0,41.1415,-73.3579,50.9,1.01
touros,6.0,BR,1622321661.0,77.0,-5.1989,-35.4608,81.5,14.67
atambua,50.0,ID,1622321661.0,87.0,-9.1061,124.8925,69.08,4.32
shimoda,95.0,JP,1622321662.0,80.0,34.6667,138.95,68.16,6.11
tonekabon,0.0,IR,1622321662.0,53.0,36.8163,50.8738,73.35,3.36
basco,100.0,PH,1622321662.0,76.0,20.4487,121.9702,84.52,14.47
belmonte,100.0,BR,1622321469.0,81.0,-15.8631,-38.8828,79.3,4.85
huangpi,0.0,CN,1622321656.0,100.0,30.8845,114.3779,66.31,1.48
askino,67.0,RU,1622321663.0,65.0,56.0901,56.5783,59.99,1.66
caramay,100.0,PH,1622321663.0,87.0,10.1815,119.236,78.96,3.31
awbari,0.0,LY,1622321663.0,10.0,26.5921,12.7805,92.39,3.42
hofn,100.0,IS,1622321664.0,87.0,64.2539,-15.2082,45.93,18.84
urubamba,17.0,PE,1622321664.0,39.0,-13.3047,-72.1158,74.3,10.09
capreol,1.0,CA,1622321664.0,22.0,46.706,-80.9225,63.91,7.0
camalu,7.0,MX,1622321665.0,59.0,30.85,-116.0667,69.42,17.47
santa fe do sul,77.0,BR,1622321471.0,37.0,-20.2111,-50.9258,81.54,5.77
domoni,52.0,KM,1622321665.0,83.0,-12.2569,44.5319,77.34,7.0
asyut,63.0,EG,1622321665.0,24.0,27.181,31.1837,86.18,7.29
davila,86.0,PH,1622321666.0,76.0,18.4726,120.5763,82.09,3.04
esperance,100.0,AU,1622321666.0,87.0,-33.8667,121.9,62.44,19.89
kilcullen,39.0,IE,1622321666.0,92.0,53.1303,-6.7444,57.85,3.18
moshny,13.0,UA,1622321666.0,94.0,49.5147,31.7476,52.97,4.59
uzhur,75.0,RU,1622321667.0,71.0,55.3036,89.8339,35.1,3.13
laguna,13.0,US,1622321667.0,43.0,38.421,-121.4238,91.15,8.99
nome,1.0,US,1622321667.0,37.0,64.5011,-165.4064,50.16,9.28
lompoc,90.0,US,1622321668.0,73.0,34.6391,-120.4579,72.7,17.27
cap-aux-meules,75.0,CA,1622321461.0,66.0,47.3821,-61.8597,48.25,6.91
mangaldai,9.0,IN,1622321668.0,82.0,26.4333,92.0333,78.22,3.65
megion,100.0,RU,1622321668.0,69.0,61.0296,76.1136,51.82,12.71
porto santo,75.0,PT,1622321426.0,72.0,33.072,-16.3415,67.91,14.97
at-bashi,100.0,KG,1622321669.0,62.0,41.1702,75.8106,55.69,1.43
sinyavskoye,100.0,RU,1622321669.0,92.0,47.277,39.2789,70.75,9.82
aparecida do taboado,69.0,BR,1622321669.0,37.0,-20.0867,-51.0936,81.9,5.68
la paz,75.0,BO,1622321559.0,19.0,-16.5,-68.15,60.78,16.11
sarankhola,7.0,BD,1622321670.0,85.0,22.3082,89.7897,81.52,5.57
mogadishu,85.0,SO,1622321430.0,84.0,2.0371,45.3438,78.42,14.2
zabid,62.0,YE,1622321670.0,32.0,14.1951,43.3152,92.28,1.05
cayenne,90.0,GF,1622321670.0,86.0,4.9333,-52.3333,82.44,1.99
sagua la grande,76.0,CU,1622321671.0,58.0,22.8067,-80.0756,84.22,11.43
jacqueville,35.0,CI,1622321671.0,81.0,5.2052,-4.4146,84.11,10.83
padang,100.0,ID,1622321647.0,76.0,-0.9492,100.3543,77.54,2.51
sorong,100.0,ID,1622321671.0,87.0,-0.8833,131.25,80.04,14.43
yebaishou,98.0,CN,1622321672.0,55.0,41.3975,119.6408,55.31,5.46
chokurdakh,8.0,RU,1622321672.0,40.0,70.6333,147.9167,54.36,12.24
novopetrovskoye,98.0,RU,1622321672.0,89.0,55.9928,36.4719,51.01,12.3
siilinjarvi,0.0,FI,1622321673.0,56.0,63.0833,27.6667,42.82,5.21
kalulushi,0.0,ZM,1622321673.0,51.0,-12.8378,28.0919,54.14,3.53
inhambane,0.0,MZ,1622321484.0,87.0,-23.865,35.3833,66.38,6.64
asfi,100.0,MA,1622321673.0,80.0,32.2994,-9.2372,68.25,9.62
albion,1.0,US,1622321674.0,31.0,42.2431,-84.753,64.44,15.26
hof,7.0,DE,1622321674.0,94.0,50.3167,11.9167,50.92,2.98
acarau,73.0,BR,1622321674.0,80.0,-2.8856,-40.12,80.2,13.62
erode,44.0,IN,1622321675.0,71.0,11.35,77.7333,80.19,8.93
atar,82.0,MR,1622321675.0,13.0,20.5169,-13.0499,96.64,8.61
taywarah,11.0,AF,1622321675.0,31.0,33.35,64.4167,57.99,4.59
chornobay,29.0,UA,1622321675.0,91.0,49.6708,32.3239,53.76,10.07
krasnyy oktyabr,100.0,RU,1622321676.0,93.0,56.1167,38.8833,47.35,13.18
bandarbeyla,79.0,SO,1622321676.0,83.0,9.4942,50.8122,79.63,25.14
grootfontein,0.0,NA,1622321676.0,66.0,-19.5667,18.1167,45.97,3.44
caravelas,54.0,BR,1622321677.0,85.0,-17.7125,-39.2481,75.31,6.58
ndende,87.0,GA,1622321677.0,94.0,-2.4008,11.3581,75.43,2.46
mecca,21.0,SA,1622321415.0,44.0,21.4267,39.8261,89.47,5.14
bam,3.0,IR,1622321540.0,11.0,29.106,58.357,85.68,5.86
store heddinge,6.0,DK,1622321677.0,83.0,55.3097,12.3889,54.68,8.23
dombasle-sur-meurthe,0.0,FR,1622321678.0,67.0,48.6252,6.3497,58.51,5.64
awjilah,6.0,LY,1622321678.0,18.0,29.1081,21.2869,90.54,11.03
ossora,100.0,RU,1622321678.0,72.0,59.2353,163.0719,42.08,1.16
nyrob,98.0,RU,1622321679.0,97.0,60.733,56.7202,51.91,3.58
tirano,3.0,IT,1622321679.0,80.0,46.2154,10.1679,57.67,7.58
bonfim,73.0,BR,1622321679.0,75.0,3.0833,-59.95,83.21,6.53
lonar,65.0,IN,1622321680.0,65.0,19.9833,76.5333,79.32,14.03
yulara,100.0,AU,1622321680.0,70.0,-25.2406,130.9889,44.44,5.75
kuybysheve,4.0,UA,1622321680.0,90.0,47.358,36.6491,57.33,4.23
altamont,13.0,US,1622321680.0,10.0,42.2068,-121.7372,80.4,3.0
tuatapere,100.0,NZ,1622321557.0,92.0,-46.1333,167.6833,49.82,9.4
xichang,100.0,CN,1622321681.0,89.0,27.8964,102.2634,62.1,2.06
kieta,96.0,PG,1622321681.0,89.0,-6.2167,155.6333,77.29,1.97
oktyabrskiy,70.0,RU,1622321424.0,84.0,54.4815,53.471,59.59,4.29
viedma,12.0,AR,1622321682.0,42.0,-40.8135,-62.9967,48.76,18.05
mbanza-ngungu,13.0,CD,1622321682.0,73.0,-5.25,14.8667,72.0,2.57
plettenberg bay,68.0,ZA,1622321682.0,86.0,-34.0527,23.3716,57.13,12.35
ostersund,3.0,SE,1622321682.0,58.0,63.1792,14.6357,54.61,9.22
klaksvik,6.0,FO,1622321683.0,80.0,62.2266,-6.589,47.32,12.33
canavieiras,100.0,BR,1622321683.0,83.0,-15.675,-38.9472,74.71,3.78
aykhal,36.0,RU,1622321683.0,62.0,66.0,111.5,51.49,5.01
maragogi,18.0,BR,1622321471.0,75.0,-9.0122,-35.2225,76.64,7.18
ngunguru,86.0,NZ,1622321684.0,78.0,-35.6167,174.5,54.64,7.78
edd,5.0,ER,1622321684.0,52.0,13.9297,41.6925,91.35,3.76
valparaiso,0.0,CL,1622321684.0,66.0,-33.0393,-71.6273,65.84,13.8
kahului,20.0,US,1622321519.0,62.0,20.8947,-156.47,83.97,5.75
fairbanks,75.0,US,1622321535.0,44.0,64.8378,-147.7164,52.61,13.8
viransehir,0.0,TR,1622321685.0,52.0,37.2353,39.7631,68.88,7.52
marienburg,5.0,PL,1622321685.0,94.0,54.0359,19.0266,49.87,7.29
oranjestad,40.0,AW,1622321686.0,66.0,12.524,-70.027,85.95,20.71
grand gaube,19.0,MU,1622321686.0,90.0,-20.0064,57.6608,75.6,3.0
progreso,27.0,MX,1622321686.0,66.0,21.2833,-89.6667,99.1,15.1
victoria point,100.0,AU,1622321686.0,82.0,-27.5833,153.3,60.19,1.01
loughrea,8.0,IE,1622321687.0,87.0,53.1969,-8.5669,56.25,1.61
magadan,100.0,RU,1622321687.0,98.0,59.5667,150.8,36.16,4.12
siocon,97.0,PH,1622321687.0,82.0,7.7061,122.1353,78.98,2.26
monster,12.0,NL,1622321688.0,88.0,52.0258,4.175,56.03,4.0
winneba,100.0,GH,1622321688.0,84.0,5.3511,-0.6231,82.87,6.64
zalari,100.0,RU,1622321688.0,89.0,53.5584,102.5065,38.52,9.06
ous,100.0,RU,1622321689.0,96.0,60.9058,61.5186,56.32,4.05
poltavka,0.0,RU,1622321689.0,44.0,54.3663,71.7632,60.64,8.88
manokwari,98.0,ID,1622321689.0,80.0,-0.8667,134.0833,79.56,5.44
mehamn,99.0,NO,1622321477.0,93.0,71.0357,27.8492,40.87,17.22
rocha,6.0,UY,1622321690.0,60.0,-34.4833,-54.3333,47.46,12.46
klyuchi,0.0,RU,1622321690.0,60.0,52.2667,79.1667,53.13,7.65
port blair,100.0,IN,1622321690.0,84.0,11.6667,92.75,80.94,5.44
merauke,95.0,ID,1622321500.0,82.0,-8.4667,140.3333,74.1,11.92
nizwa,65.0,OM,1622321691.0,37.0,22.9333,57.5333,85.59,1.9
chicama,65.0,PE,1622321691.0,77.0,-7.8447,-79.1469,64.94,10.58
fortuna,20.0,US,1622321691.0,76.0,40.5982,-124.1573,80.42,4.0
salalah,90.0,OM,1622321688.0,81.0,17.0151,54.0924,82.78,9.19
luena,5.0,AO,1622321692.0,42.0,-11.7833,19.9167,53.94,4.34
kerema,96.0,PG,1622321692.0,88.0,-7.9631,145.7785,76.5,2.53
puerto del rosario,20.0,ES,1622321692.0,60.0,28.5004,-13.8627,71.35,11.5
chiang klang,55.0,TH,1622321693.0,98.0,19.2938,100.8617,74.59,0.94
ciudad bolivar,91.0,VE,1622321438.0,55.0,8.1222,-63.5497,86.49,10.69
coihaique,75.0,CL,1622321693.0,61.0,-45.5752,-72.0662,44.55,3.44
petropavlovsk-kamchatskiy,75.0,RU,1622321693.0,81.0,53.0452,158.6483,41.59,2.01
ust-ordynskiy,79.0,RU,1622321694.0,84.0,52.805,104.7508,40.84,4.92
severnoye,85.0,RU,1622321694.0,80.0,56.3491,78.3619,51.3,6.6
sampit,70.0,ID,1622321694.0,99.0,-2.5333,112.95,73.0,2.06
vavozh,100.0,RU,1622321695.0,93.0,56.7751,51.931,56.95,4.97
palmer,90.0,US,1622321695.0,78.0,42.1584,-72.3287,48.65,3.0
penzance,96.0,GB,1622321695.0,79.0,50.1186,-5.5371,60.01,8.68
san rafael,97.0,AR,1622321539.0,48.0,-34.6177,-68.3301,53.69,11.95
nelson bay,97.0,AU,1622321696.0,94.0,-32.7167,152.15,55.0,19.28
nishihara,75.0,JP,1622321442.0,94.0,26.1842,127.7558,69.46,15.28
krasnoselkup,10.0,RU,1622321696.0,55.0,65.7,82.4667,37.17,10.8
katobu,59.0,ID,1622321696.0,92.0,-4.9408,122.5276,74.16,3.29
safaga,92.0,EG,1622321697.0,34.0,26.7292,33.9365,85.95,19.06
winnemucca,1.0,US,1622321632.0,8.0,40.973,-117.7357,77.05,8.61
vostok,100.0,RU,1622321697.0,86.0,46.4856,135.8833,44.13,2.53
saverne,3.0,FR,1622321697.0,76.0,48.8333,7.25,55.71,4.52
severo-yeniseyskiy,100.0,RU,1622321698.0,96.0,60.3725,93.0408,30.27,7.76
middle island,90.0,US,1622321698.0,85.0,40.8843,-72.9373,51.04,4.0
cockburn town,40.0,TC,1622321698.0,74.0,21.4612,-71.1419,82.36,11.5
miri,40.0,MY,1622321698.0,94.0,4.4148,114.0089,77.14,3.96
simbahan,69.0,PH,1622321699.0,70.0,6.3032,120.5836,83.53,4.05
deputatskiy,28.0,RU,1622321676.0,50.0,69.3,139.9,46.53,17.96
teahupoo,99.0,PF,1622321564.0,73.0,-17.8333,-149.2667,78.76,14.38
rawson,7.0,AR,1622321699.0,38.0,-43.3002,-65.1023,46.0,12.97
rock sound,3.0,BS,1622321700.0,75.0,24.9,-76.2,78.26,10.16
rafai,91.0,CF,1622321534.0,90.0,4.95,23.9167,70.03,1.7
namibe,0.0,AO,1622321700.0,75.0,-15.1961,12.1522,72.25,6.4
helong,8.0,CN,1622321700.0,91.0,42.5397,128.9972,46.42,4.9
pangnirtung,19.0,CA,1622321701.0,84.0,66.1451,-65.7125,32.09,5.01
panjab,15.0,AF,1622321701.0,47.0,34.388,67.0233,54.5,5.03
san ignacio,40.0,BZ,1622321413.0,52.0,17.1561,-89.0714,95.14,7.9
te anau,100.0,NZ,1622321492.0,95.0,-45.4167,167.7167,46.44,7.09
balabac,100.0,PH,1622321702.0,82.0,7.9868,117.0645,81.23,7.81
ndioum,6.0,SN,1622321703.0,33.0,16.5129,-14.6471,87.15,20.36
trat,94.0,TH,1622321703.0,91.0,12.5,102.5,79.79,2.08
bondo,100.0,CD,1622321703.0,98.0,3.8146,23.6866,70.02,2.13
vargashi,20.0,RU,1622321704.0,48.0,55.3556,65.8467,60.82,9.78
bilibino,93.0,RU,1622321704.0,48.0,68.0546,166.4372,49.05,2.53
punta alta,31.0,AR,1622321704.0,41.0,-38.8759,-62.0736,49.6,12.68
paamiut,100.0,GL,1622321705.0,100.0,61.994,-49.6678,34.18,9.31
biggar,48.0,GB,1622321705.0,95.0,55.6167,-3.5167,56.79,1.83
chalmette,1.0,US,1622321705.0,57.0,29.9427,-89.9634,84.0,1.01
dukat,46.0,RU,1622321504.0,79.0,62.55,155.55,32.92,5.77
lingao,99.0,CN,1622321706.0,75.0,19.9103,109.6859,82.33,6.53
clyde river,20.0,CA,1622321706.0,74.0,70.4692,-68.5914,32.23,5.75
gravdal,100.0,NO,1622321567.0,74.0,68.1214,13.5031,43.92,8.7
ixtapa,93.0,MX,1622321706.0,44.0,20.7,-105.2,92.75,9.15
lakes entrance,31.0,AU,1622321707.0,78.0,-37.8811,147.981,42.04,4.32
wote,100.0,KE,1622321707.0,90.0,-1.7808,37.6288,64.47,3.74
vestmannaeyjar,100.0,IS,1622321707.0,87.0,63.4427,-20.2734,45.46,33.71
pacific grove,90.0,US,1622321504.0,82.0,36.6177,-121.9166,78.15,1.99
skjervoy,99.0,NO,1622321708.0,86.0,70.0311,20.9714,42.98,31.72
zambezi,0.0,ZM,1622321708.0,38.0,-13.5432,23.1047,55.09,3.27
walvis bay,22.0,NA,1622321708.0,82.0,-22.9575,14.5053,59.09,9.86
itamarandiba,100.0,BR,1622321709.0,67.0,-17.8572,-42.8589,70.45,3.89
ancud,99.0,CL,1622321709.0,76.0,-41.8697,-73.8203,49.42,6.73
ilulissat,49.0,GL,1622321709.0,46.0,69.2167,-51.1,47.39,8.81
aran,0.0,AZ,1622321709.0,88.0,40.6253,46.9756,78.48,9.84
pombia,0.0,IT,1622321710.0,74.0,45.653,8.6336,69.51,6.91
peleduy,100.0,RU,1622321710.0,77.0,59.6289,112.7406,43.18,6.62
kaeo,81.0,NZ,1622321710.0,83.0,-35.1,173.7833,54.39,6.06
ust-tsilma,66.0,RU,1622321711.0,88.0,65.441,52.1498,33.57,3.4
leningradskiy,48.0,RU,1622321711.0,90.0,69.3833,178.4167,35.26,6.64
tomohon,94.0,ID,1622321711.0,93.0,1.3346,124.8392,68.94,1.92
kloulklubed,100.0,PW,1622321712.0,83.0,7.0419,134.2556,81.1,16.51
bagdarin,100.0,RU,1622321712.0,89.0,54.4333,113.6,39.79,5.57
odweyne,25.0,SO,1622321712.0,60.0,9.4092,45.064,74.08,12.41
verkhnevilyuysk,24.0,RU,1622321712.0,57.0,63.4453,120.3167,54.5,4.12
teloloapan,64.0,MX,1622321713.0,30.0,18.35,-99.85,83.66,5.44
seoul,20.0,KR,1622321669.0,93.0,37.5683,126.9778,52.56,2.71
fukue,90.0,JP,1622321713.0,69.0,32.6881,128.8419,67.14,3.98
mingshui,2.0,CN,1622321713.0,66.0,36.7167,117.5,60.48,5.01
taksimo,100.0,RU,1622321714.0,95.0,56.3444,114.8794,41.9,6.78
charters towers,0.0,AU,1622321715.0,90.0,-20.1,146.2667,55.02,8.16
orichi,100.0,RU,1622321715.0,77.0,58.4036,49.0572,53.87,13.38
warrington,0.0,GB,1622321661.0,81.0,53.3925,-2.5802,63.32,1.83
guaymas,71.0,MX,1622321716.0,45.0,27.9333,-110.9,92.88,16.53
bijie,100.0,CN,1622321716.0,88.0,27.3125,105.2942,60.01,2.39
qinnan,77.0,CN,1622321716.0,82.0,33.2531,119.9133,69.84,5.82
innisfail,59.0,AU,1622321545.0,85.0,-17.5333,146.0333,65.12,5.55
santa fe,0.0,AR,1622321566.0,54.0,-31.6333,-60.7,55.04,5.41
bud,85.0,US,1622321676.0,61.0,39.447,-86.1758,64.53,12.03
launceston,17.0,AU,1622321717.0,97.0,-41.45,147.1667,33.15,2.59
aldan,54.0,RU,1622321717.0,62.0,58.6031,125.3894,49.64,4.41
marianske lazne,5.0,CZ,1622321717.0,78.0,49.9646,12.7012,48.13,4.05
dzilam gonzalez,42.0,MX,1622321718.0,56.0,21.2833,-88.9333,88.21,10.11
itacarambi,100.0,BR,1622321718.0,44.0,-15.1022,-44.0919,78.96,2.21
labuhan,98.0,ID,1622321718.0,88.0,-6.8844,112.2051,77.16,6.15
houma,40.0,US,1622321489.0,71.0,29.5958,-90.7195,82.4,3.44
namatanai,98.0,PG,1622321719.0,84.0,-3.6667,152.4333,79.54,6.44
novi iskar,75.0,BG,1622321719.0,55.0,42.8,23.35,61.05,3.15
mana,100.0,GF,1622321719.0,87.0,5.6592,-53.7767,79.11,8.43
jalu,5.0,LY,1622321720.0,15.0,29.0331,21.5482,92.39,10.18
granada,73.0,ES,1622321720.0,55.0,37.25,-3.25,68.29,5.53
college,75.0,US,1622321720.0,44.0,64.8569,-147.8028,52.59,1.01
cleethorpes,0.0,GB,1622321720.0,92.0,53.5605,-0.0323,59.09,6.76
opuwo,1.0,NA,1622321721.0,28.0,-18.0607,13.84,62.78,6.73
carolina,40.0,PR,1622321721.0,64.0,18.3808,-65.9574,89.1,14.97
